year,0,1,2,3,4,5,6,7
2024,British Columbia,High Wage,Stitches Creation Inc.,"Burnaby, BC V5J 5A4",0111-Financial managers,Unknown,1,1
2024,British Columbia,High Wage,SUMAIR TRANSPORTATION INC,"Langley, BC V2Y 1N7",7511-Transport truck drivers,Unknown,1,4
2024,British Columbia,High Wage,SUNFOOD MARKET INC.,"Surrey, BC V3R 3P2",6211-Retail sales supervisors,Unknown,1,1
2024,British Columbia,High Wage,Techno Way Installation ltd.,"Abbotsford, BC V2T 3R7",1241-Administrative assistants,Unknown,1,1
2024,British Columbia,High Wage,Teja Trucking Ltd,"Abbotsford, BC V2T 3S5",7511-Transport truck drivers,Unknown,1,10
2024,British Columbia,High Wage,Terracon Management Ltd.,"Delta, BC V3M 6H4",2175-Web designers and developers,Unknown,1,1
2024,British Columbia,High Wage,The Capital Media Company Inc.,"Vancouver, BC V5Y 1N5","5131-Producers, directors, choreographers and related occupations",Unknown,4,4
2024,British Columbia,High Wage,The Golden Lotus Sprinklers Co. Ltd.,"Surrey, BC V3X 1L5",7441-Residential and commercial installers and servicers,Unknown,1,3
2024,British Columbia,High Wage,The Herd Films Inc.,"Vancouver, BC V6G 1W3","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
2024,British Columbia,High Wage,Timeline Painting Ltd,"Surrey, BC V3W 0L8",7294-Painters and decorators (except interior decorators),Unknown,1,1
2024,British Columbia,High Wage,Twin Phoenix Building Maintenance Inc.,"Surrey, BC V4N 3R1","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2024,British Columbia,High Wage,Universal auto Collision Ltd.,"Langley, BC V3W 3P9",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,British Columbia,High Wage,Universal auto Collision Ltd.,"Langley, BC V3W 3P9",7322-Motor vehicle body repairers,Unknown,1,1
2024,British Columbia,High Wage,Uniway Computer,"COQUITLAM, BC V3B 1C2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2024,British Columbia,High Wage,Vinpearl Nails & Spa Inc.,"Burnaby, BC V5C 2H7","0651-Managers in customer and personal services, n.e.c.",Unknown,1,1
2024,British Columbia,High Wage,WEST CAN PHARMACY SERVICES INC.,"New Westminister, BC V3M 5J3",1221-Administrative officers,Unknown,1,1
2024,British Columbia,High Wage,whirl logistics limited,"ABBOTSFORD, BC V2S 1G7",0714-Facility operation and maintenance managers,Unknown,1,1
2024,British Columbia,High Wage,Yaced Solutions Inc,"Surrey, BC V3T 3B4",2171-Information systems analysts and consultants,Unknown,1,2
2024,British Columbia,High Wage,Yellowhead Road & Bridge (Fort George) Ltd.,"Prince George, BC V2K 2X8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
2024,British Columbia,High Wage,Yifeng Cleaning Services Ltd,"Richmond, BC V6V 3B4","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2024,British Columbia,Low Wage,0902488 BC Ltd,"Kelowna, BC V1V 0C1",6731-Light duty cleaners,Unknown,2,2
2024,British Columbia,Low Wage,1010049 BC Ltd,"Surrey, BC V4N 0G2",6322-Cooks,Unknown,1,1
2024,British Columbia,Low Wage,1030656 BC Ltd.,"New Westminster, BC V3L 3W8",4214-Early childhood educators and assistants,Unknown,2,2
2024,British Columbia,Low Wage,1164490 B.C. Ltd.,"Nanoose Bay, BC V9P 9E2",6211-Retail sales supervisors,Unknown,1,1
2024,British Columbia,Low Wage,1205721 B.C. Ltd.,"Kamloops, BC V2C 1A5",4214-Early childhood educators and assistants,Unknown,1,2
2024,British Columbia,Low Wage,1229057.B.C LTD,"Vancouver, BC V6G 2M7",0621-Retail and wholesale trade managers,Unknown,1,1
2024,British Columbia,Low Wage,1284713 BC LTD,"ABBOTSFORD, BC V2T 5P1",7611-Construction trades helpers and labourers,Unknown,1,2
2024,British Columbia,Low Wage,1328908 B.C. LTD,"Surrey, BC V3W 1R1",6311-Food service supervisors,Unknown,1,2
2024,British Columbia,Low Wage,1359718 B.C. LTD.,"Richmond, BC V6X 1C3",6322-Cooks,Unknown,1,1
2024,British Columbia,Low Wage,427489 Canada Inc,"Vancouver, BC V6G 2W9","6721-Support occupations in accommodation, travel and facilities set-up services",Unknown,1,1
2024,British Columbia,Low Wage,532171 B.C. Ltd.,"Vancouver, BC V6H 3K2",0621-Retail and wholesale trade managers,Unknown,1,1
2024,British Columbia,Low Wage,A Lakeside Bowling 2021 Ltd.,"Salmon Arm, BC V1E 2L2",6513-Food and beverage servers,Unknown,1,2
2024,British Columbia,Low Wage,A Lakeside Bowling 2021 Ltd.,"Salmon Arm, BC V1E 2L2","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
2024,British Columbia,Low Wage,Afuri ramen and dumpling,"Richmond, BC V6X 2A4",6513-Food and beverage servers,Unknown,1,1
2024,British Columbia,Low Wage,ALMA MATER SOCIETY OF UBC VANCOUVER,"Vancouver, BC V6T  1Z",0714-Facility operation and maintenance managers,Non-Profit Organization,1,1
2024,British Columbia,Low Wage,Ana’s Care and Home Support LTD,"Richmond, BC V6V 2A6","4412-Home support workers, housekeepers and related occupations",Unknown,1,3
2024,British Columbia,Low Wage,Ariel Larosa's Janitorial Services Ltd.,"Dawson Creek, BC V1G 1R9",6731-Light duty cleaners,Unknown,1,1
2024,British Columbia,Low Wage,Atlas Electrical Inc.,"Kelowna, BC V1X 3C1",7241-Electricians (except industrial and power system),Unknown,1,1
2024,British Columbia,Low Wage,B.R. Enterprises Ltd.,"Surrey, BC V3W 0W7","7512-Bus drivers, subway operators and other transit operators",Unknown,1,2
2024,British Columbia,Low Wage,BAKSHI HOLDINGS LTD,"LANGLEY, BC V2Y 1A5",6512-Bartenders,Unknown,1,1
2024,British Columbia,Low Wage,BENE CAPITAL (GROUP) LTD,"RICHMOND, BC V7C 1A4",1221-Administrative officers,Unknown,1,1
2024,British Columbia,Low Wage,BHINDER MASONRY LTD.,"Surrey, BC V3V 7N8",7611-Construction trades helpers and labourers,Unknown,1,2
2024,British Columbia,Low Wage,Bic Hayer Rental Properties Corp.,"Surrey, BC V3S 6K8",6731-Light duty cleaners,Unknown,1,2
2024,British Columbia,Low Wage,blacksmith properties,"Sicamous, BC V0E 2V1",7612-Other trades helpers and labourers,Unknown,1,1
2024,British Columbia,Low Wage,Blue Nile Construction LTD.,"Surrey, BC V3R 2G3",7611-Construction trades helpers and labourers,Unknown,1,4
2024,British Columbia,Low Wage,BLUE SKY CLOTHING CO LTD,"North Vancouver, BC V7P 3P2",0621-Retail and wholesale trade managers,Unknown,1,1
2024,British Columbia,Low Wage,Bluelinx Supply Inc,"Surrey, BC V3S 2A1","9619-Other labourers in processing, manufacturing and utilities",Unknown,1,1
2024,British Columbia,Low Wage,Breadables Inc.,"Langley, BC V3A 1M7","9617-Labourers in food, beverage and associated products processing",Unknown,1,3
2024,British Columbia,Low Wage,BS DHILLON CONSTRUCATION LTD,"SURREY, BC V3W 4V4",7611-Construction trades helpers and labourers,Unknown,1,3
2024,British Columbia,Low Wage,Canada-South Sudan Land Development LTD,"Victoria, BC V9B 4R2",0621-Retail and wholesale trade managers,Unknown,1,1
2024,British Columbia,Low Wage,Capstone Insurance Services Ltd.,"Richmond, BC V6X 3V7",6231-Insurance agents and brokers,Unknown,1,2
2024,British Columbia,Low Wage,Central Interior Catering and Consulting Ltd,"Prince George, BC V2L 3C3","3413-Nurse aides, orderlies and patient service associates",Unknown,1,1
2024,British Columbia,Low Wage,CMJ Sheet Metal Ltd.,"Burnaby, BC V5A 2G9",7233-Sheet metal workers,Unknown,1,1
2024,British Columbia,Low Wage,CRANK'D AUTO LTD.,"Abbotsford, BC V2T 6K4",7612-Other trades helpers and labourers,Unknown,1,1
2024,British Columbia,Low Wage,Creative Heights Production Ltd.,"Surrey, BC V3W 7X6",5221-Photographers,Unknown,1,1
2024,British Columbia,Low Wage,CREME DE LA CRUMB,"Vancouver, BC V5L 3K6",6311-Food service supervisors,Corporation,1,1
2024,British Columbia,Low Wage,Dhaliwal Ventures Inc,"Surrey, BC V3S 1Z9",1241-Administrative assistants,Unknown,1,2
2024,British Columbia,Low Wage,DINGHY DOCK PUB LTD.,"Nanaimo, BC V9R 6R1",1241-Administrative assistants,Unknown,1,1
2024,British Columbia,Low Wage,Dragon Lotus Restaurant Ltd,"Peachland, BC V0H 1X7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2024,British Columbia,Low Wage,DSG MOULDINGS LTD.,"RICHMOND, BC V6Y 2V5",1241-Administrative assistants,Unknown,1,1
2024,British Columbia,Low Wage,ECS Electrical Cable Supply Ltd.,"Richmond, BC V6W 0A5",1522-Storekeepers and partspersons,Unknown,1,1
2024,British Columbia,Low Wage,Elca Holdings Ltd.,"Squamish, BC V8B 0Z4",6311-Food service supervisors,Unknown,1,2
2024,British Columbia,Low Wage,Ellens and Sons Plumbing and Heating Ltd.,"Mission, BC V2V 5R1",7251-Plumbers,Unknown,1,10
2024,British Columbia,Low Wage,EMN ENTERPRISES LTD.,"ABBOTSFORD, BC V2T 2W8",8431-General farm workers,Unknown,1,1
2024,British Columbia,Low Wage,Express Drywall Ltd.,"Surrey, BC V3W 4G1",7611-Construction trades helpers and labourers,Unknown,1,2
2024,British Columbia,Low Wage,Fast Service Auto Repairs Ltd,"Surrey, BC V3W 0R1",7612-Other trades helpers and labourers,Unknown,1,1
2024,British Columbia,Low Wage,Five Elements Cafe Ltd,"Vancouver, BC V5L 2K5",6322-Cooks,Unknown,1,4
2024,British Columbia,Low Wage,FOUR LEAF LANDSCAPING LTD,"Surrey, BC V3W 3H2",8612-Landscaping and grounds maintenance labourers,Unknown,1,5
2024,British Columbia,Low Wage,Fox and Monocle Bakery Limited,"North Saanich, BC V8L 3X9",0631-Restaurant and food service managers,Unknown,1,1
2024,British Columbia,Low Wage,FRONTIER JANITORIAL SERVICES LTD.,"Vancouver, BC V6S 1H9",6731-Light duty cleaners,Unknown,1,2
2024,British Columbia,Low Wage,FRS Framing Ltd.,"Kelowna, BC V1X 4L5",7611-Construction trades helpers and labourers,Unknown,1,1
2024,British Columbia,Low Wage,Gantry Trucking Ltd.,"Surrey, BC V3R 2Y3",7612-Other trades helpers and labourers,Unknown,1,1
2024,British Columbia,Low Wage,Global Montessori Leadership and Training Ltd,"Langley, BC V3A 3X1",1241-Administrative assistants,Unknown,1,1
2024,British Columbia,Low Wage,HOOBITA TRANSPORTATION & TRADING LTD,"North Vancouver, BC V7P 2B5",6314-Customer and information services supervisors,Unknown,1,1
2024,British Columbia,Low Wage,INDIAN PALATE RESTAURANT LTD.,"NANAIMO, BC V9S 5L6",6322-Cooks,Unknown,1,2
2024,British Columbia,Low Wage,Iron Horse Rentals Ltd,"Langley, BC V1M 2N5","6733-Janitors, caretakers and building superintendents",Unknown,1,1
2024,British Columbia,Low Wage,J S DHILLON RENOVATION LTD,"Abbotsford, BC V3G 2T9",7611-Construction trades helpers and labourers,Unknown,1,2
2024,British Columbia,Low Wage,JMTA Janitorial Services Ltd.,"Surrey, BC V3V 4B8",6731-Light duty cleaners,Unknown,1,1
2024,British Columbia,Low Wage,Kaintura Indian Cuisine Ltd.,"Surrey, BC V4N 2L6",6322-Cooks,Unknown,1,1
2024,British Columbia,Low Wage,Kaintura Indian Cuisine Ltd.,"Surrey, BC V4N 2L6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2024,British Columbia,Low Wage,Kalai's Dosa Hut Inc,"Vancouver, BC V5X 3V8",6322-Cooks,Unknown,1,1
2024,British Columbia,Low Wage,KC3 Holdings Inc.,"Vancouver, BC V5Y 1L8",7441-Residential and commercial installers and servicers,Unknown,1,1
2024,British Columbia,Low Wage,KONIFER BUILDING PRODUCTS INC.,"Aldergrove, BC V4W 2X2",1241-Administrative assistants,Unknown,1,2
2024,British Columbia,Low Wage,L & K Creative Innovation Ltd,"Vancouver, BC V5T 1R9",6311-Food service supervisors,Unknown,1,1
2024,British Columbia,Low Wage,LINKIN PHOTO & VIDEO STUDIO INC.,"Abbotsford, BC V2T 3S5",1522-Storekeepers and partspersons,Unknown,1,1
2024,British Columbia,Low Wage,LIONSHER CANADA IMMIGRATION INC.,"Surrey, BC V3W 3M8",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,British Columbia,Low Wage,Magnum Drywall Ltd.,"Surrey, BC V3W 3J1",7611-Construction trades helpers and labourers,Unknown,1,2
2024,British Columbia,Low Wage,MARAR ORCHARDS LTD.,"Creston, BC V0B 1G1",1241-Administrative assistants,Corporation,1,1
2024,British Columbia,Low Wage,Maxx Force Hockey Limited,"Langley, BC V2Y 0T4",6411-Sales and account representatives - wholesale trade (non-technical),Unknown,1,1
2024,British Columbia,Low Wage,MOHINDER DHUDIKE LABOUR CONTRACTORS LTD.,"ABBOTSFORD, BC V2T 6V9",8431-General farm workers,Unknown,1,3
2024,British Columbia,Low Wage,My Empower Therapy Inc,"SURREY, BC V3S 3K2",4214-Early childhood educators and assistants,Unknown,1,2
2024,British Columbia,Low Wage,Naito Hospitality Inc.,"North Vancouver, BC V7M 1T4",6311-Food service supervisors,Unknown,1,1
2024,British Columbia,Low Wage,nexcen enterprises corp.,"Victoria, BC V8Z 3L3",6731-Light duty cleaners,Unknown,1,1
2024,British Columbia,Low Wage,On Road driving school corp.,"Vancouver, BC V5V 3E3",0125-Other business services managers,Unknown,1,1
2024,British Columbia,Low Wage,Onkar Kitchen Cabinets Ltd.,"Surrey, BC V3W 0P2",7611-Construction trades helpers and labourers,Unknown,1,1
2024,British Columbia,Low Wage,PANJAB DRYWALL LTD.,"Surrey, BC V3W 3J1",7611-Construction trades helpers and labourers,Unknown,1,3
2024,British Columbia,Low Wage,Rami's Cut Barber Shop Ltd.,"Port Coquitlam, BC V3C 3G6","0651-Managers in customer and personal services, n.e.c.",Unknown,1,1
2024,British Columbia,Low Wage,Rami's Cut Barber Shop Ltd.,"Port Coquitlam, BC V3C 3G6",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,British Columbia,Low Wage,Richmal Transport Ltd.,"Mission, BC V4S 0B9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
2024,British Columbia,Low Wage,Robba da Matti Restaurant Gastown Inc.,"Vancouver, BC V6A 1E7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
2024,British Columbia,Low Wage,Royal Fade & Hair Studio  Ltd.,"Surrey, BC V3S 1S8",6341-Hairstylists and barbers,Unknown,1,1
2024,British Columbia,Low Wage,Sadolims Enterprises Ltd,"Vancouver, BC V6J 3Y9",1241-Administrative assistants,Unknown,1,1
2024,British Columbia,Low Wage,Shoreline Integrity Group Canada Ltd.,"Vancouver, BC V5Y 0J7",7611-Construction trades helpers and labourers,Unknown,1,2
2024,British Columbia,Low Wage,SKYLON FREIGHT INC.,"SURREY, BC V3T 3J5",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,British Columbia,Low Wage,Sunbird Enterprises (1989) ltd,"Chetwynd, BC V0C 1J0",6731-Light duty cleaners,Unknown,1,2
2024,British Columbia,Low Wage,Suntrust Holding Ltd,"Vancouver, BC V6G 1W5",6315-Cleaning supervisors,Unknown,1,1
2024,British Columbia,Low Wage,"Surrey Hearing Care, Inc.","Surrey, BC V4N 0W7",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,British Columbia,Low Wage,Tandoori Palace Restaurant Ltd.,"Vancouver, BC V5L 3X8",6322-Cooks,Unknown,1,2
2024,British Columbia,Low Wage,Temaki Sushi Ltd.,"Vancouver, BC V6K 2C8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2024,British Columbia,Low Wage,The Coriander Indian Restaurant Limited,"Victoria, BC V8V 2G7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2024,British Columbia,Low Wage,THE RAYHAN'S HAIRCUT,"Surrey, BC V3W 4Z5",6341-Hairstylists and barbers,Unknown,1,1
2024,British Columbia,Low Wage,THE TRUSTY TRUCKERS LTD.,"DELTA, BC V4C 2T8",1241-Administrative assistants,Unknown,1,1
2024,British Columbia,Low Wage,THE TRUSTY TRUCKERS LTD.,"DELTA, BC V4C 2T8",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,British Columbia,Low Wage,TIARA DOORS AND MOULDING LTD.,"West Kelowna, BC V1Z 2M3",6211-Retail sales supervisors,Unknown,1,1
2024,British Columbia,Low Wage,Toora Cleaning Services,"Victoria, BC V8X 3K9",6731-Light duty cleaners,Unknown,1,2
2024,British Columbia,Low Wage,Triple Star Commercial Cleaning Services Ltd,"Surrey, BC V3W 4T4",1241-Administrative assistants,Unknown,1,1
2024,British Columbia,Low Wage,Unified Accountants Inc,"Surrey, BC V3S 3C3",1311-Accounting technicians and bookkeepers,Unknown,1,1
2024,British Columbia,Low Wage,Vancouver Creative Space Society,"Vancouver, BC V5L 2P7","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
2024,British Columbia,Low Wage,Viva Aquaculture & Seafood Distribution Ltd.,"Langley, BC V2Z 1S8",8431-General farm workers,Unknown,1,1
2024,British Columbia,Low Wage,WEST CAN PHARMACY SERVICES INC.,"New Westminister, BC V3M 5J3",3219-Other medical technologists and technicians (except dental health),Unknown,1,2
2024,British Columbia,Low Wage,Westfield Country Club Ltd.,"Surrey, BC V3S 3M4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
2024,British Columbia,Low Wage,Wraich Plumbing & Heating Ltd.,"Surrey, BC V3V 5J3",7611-Construction trades helpers and labourers,Unknown,1,2
2024,British Columbia,Permanent Resident Only,ADVANCE PALLET & CRATE LTD,"SURREY, BC V3V 3X5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
2024,British Columbia,Permanent Resident Only,ADVANCE PALLET & CRATE LTD,"SURREY, BC V3V 3X5",2263-Inspectors in public and environmental health and occupational health and safety,Unknown,1,1
2024,British Columbia,Permanent Resident Only,Back and Body Wellness Centre Inc.,"Surrey, BC V3W 3E4",1414-Receptionists,Unknown,1,1
2024,British Columbia,Permanent Resident Only,J&D WIPING RAGS LTD.,"Surrey, BC V3S 2B9",1241-Administrative assistants,Unknown,1,1
2024,British Columbia,Permanent Resident Only,Power Dimensions Inc.,"Surrey, BC V3S 1T7",1241-Administrative assistants,Unknown,1,1
2024,British Columbia,Permanent Resident Only,Sukhi S Kang Personal Real Estate Corporation,"Surrey, BC V3S 2T8",1241-Administrative assistants,Unknown,1,1
2024,British Columbia,Primary Agriculture,1429820 BC Ltd.,"Surrey, BC V3W 3N4",8431-General farm workers,Unknown,1,9
2024,British Columbia,Primary Agriculture,1455525 BC Ltd.,"Surrey, BC V4N 0Z2",8431-General farm workers,Unknown,1,35
2024,British Columbia,Primary Agriculture,Chetan Singh Gill Orchardist,"Lake Country, BC V4V 1K8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
2024,British Columbia,Primary Agriculture,CHINA JIAN FARM LTD.,"Richmond, BC V6W 1C1",8431-General farm workers,Unknown,1,3
2024,British Columbia,Primary Agriculture,HANSEN MALVIN ENTERPRISES LTD.,"Richmond, BC V6Y 2T6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,1
2024,British Columbia,Primary Agriculture,HANSEN MALVIN ENTERPRISES LTD.,"Richmond, BC V6Y 2T6",8431-General farm workers,Unknown,1,3
